"","Year","Drug","Country","DDD","Population","Class","Region","DDDPTPD","x","pt","rate","lower","upper","conf.level"
"125",2008,"Pregabalin","UNITED ARAB EMIRATES",543926,7089.486,"Gabapentinoids","Western Asia",0.21005588095408,543926,2589434.7615,0.21005588095408,0.209497651141366,0.210614110766793,0.95
"126",2008,"Pregabalin","UNITED KINGDOM",29421369,62145.098,"Gabapentinoids","Northern Europe",1.29618137017266,29421369,22698497.0445,1.29618137017266,1.29571300733599,1.29664973300932,0.95
"127",2008,"Pregabalin","UNITED STATES",222733989,303486.022,"Gabapentinoids","Northern America",2.00935918921736,222733989,110848269.5355,2.00935918921736,2.00909530560485,2.00962307282987,0.95
"128",2008,"Pregabalin","URUGUAY",71005,3340.221,"Gabapentinoids","Central and South America and the Caribbean",0.0582000697379948,71005,1220015.72025,0.0582000697379948,0.0577719875771432,0.0586281518988465,0.95
"129",2008,"Pregabalin","VENEZUELA",2318505,27635.827,"Gabapentinoids","Central and South America and the Caribbean",0.229691723689677,2318505,10093985.81175,0.229691723689677,0.229396065836235,0.229987381543119,0.95
"130",2009,"Gabapentin","ALGERIA",0,35333.882,"Gabapentinoids","Northern Africa",0,0,12905700.4005,0,0,0,0.95
"131",2009,"Gabapentin","ARGENTINA",1765949,40482.786,"Gabapentinoids","Central and South America and the Caribbean",0.119431129559244,1765949,14786337.5865,0.119431129559244,0.119254982031468,0.11960727708702,0.95
"132",2009,"Gabapentin","AUSTRALIA",3743732,21750.852,"Gabapentinoids","Australia and New Zealand",0.471235775178445,3743732,7944498.693,0.471235775178445,0.470758428429677,0.471713121927214,0.95
"133",2009,"Gabapentin","AUSTRIA",4537617,8372.658,"Gabapentinoids","Western Europe",1.4837962180175,4537617,3058113.3345,1.4837962180175,1.48243097981387,1.48516145622114,0.95
"134",2009,"Gabapentin","BELARUS",29622,9433.159,"Gabapentinoids","Eastern Europe",0.00859739733173448,29622,3445461.32475,0.00859739733173448,0.00849949164894914,0.00869530301451982,0.95
"135",2009,"Gabapentin","BELGIUM",1414639,10859.934,"Gabapentinoids","Western Europe",0.356638493351596,1414639,3966590.8935,0.356638493351596,0.356050796324263,0.357226190378928,0.95
"136",2009,"Gabapentin","BOSNIA AND HERZEGOVINA",0,3735.945,"Gabapentinoids","Southern Europe",0,0,1364553.91125,0,0,0,0.95
"137",2009,"Gabapentin","BRAZIL",4180249,193886.505,"Gabapentinoids","Central and South America and the Caribbean",0.0590288530656539,4180249,70817045.95125,0.0590288530656539,0.0589722667575221,0.0590854393737858,0.95
"138",2009,"Gabapentin","BULGARIA",304423,7473.509,"Gabapentinoids","Eastern Europe",0.111522545857791,304423,2729699.16225,0.111522545857791,0.111126384569504,0.111918707146079,0.95
"139",2009,"Gabapentin","CANADA",30739200,33746.093,"Gabapentinoids","Northern America",2.49389886159002,30739200,12325760.46825,2.49389886159002,2.49301724318586,2.49478047999418,0.95
"140",2009,"Gabapentin","CHILE",206567,16886.184,"Gabapentinoids","Central and South America and the Caribbean",0.0334918548527907,206567,6167678.706,0.0334918548527907,0.0333474250493207,0.0336362846562607,0.95
"141",2009,"Gabapentin","CHINA",0,1361169.41,"Gabapentinoids","Eastern Asia",0,0,497167127.0025,0,0,0,0.95
"142",2009,"Gabapentin","COLOMBIA",469430,44750.054,"Gabapentinoids","Central and South America and the Caribbean",0.0287201730528285,469430,16344957.2235,0.0287201730528285,0.0286380150784574,0.0288023310271997,0.95
"143",2009,"Gabapentin","CROATIA",455843,4341.261,"Gabapentinoids","Southern Europe",0.287481014469911,455843,1585645.58025,0.287481014469911,0.286646469748136,0.288315559191685,0.95
"144",2009,"Gabapentin","CZECH REPUBLIC",2476693,10488.155,"Gabapentinoids","Eastern Europe",0.646521326156466,2476693,3830798.61375,0.646521326156466,0.645716142672923,0.647326509640008,0.95
"145",2009,"Gabapentin","ECUADOR",375358,14774.412,"Gabapentinoids","Central and South America and the Caribbean",0.0695577052918472,375358,5396353.983,0.0695577052918472,0.0693351845500657,0.0697802260336288,0.95
"146",2009,"Gabapentin","EGYPT",2467951,81134.789,"Gabapentinoids","Northern Africa",0.0832797086334132,2467951,29634481.68225,0.0832797086334132,0.0831758078022577,0.0833836094645687,0.95
"147",2009,"Gabapentin","ESTONIA",53230,1336.14,"Gabapentinoids","Northern Europe",0.109072250961008,53230,488025.135,0.109072250961008,0.108145668375136,0.109998833546881,0.95
"148",2009,"Gabapentin","FINLAND",1684692,5342.266,"Gabapentinoids","Northern Europe",0.863385559287979,1684692,1951262.6565,0.863385559287979,0.862081814411427,0.864689304164531,0.95
